Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_36286,USER_2998,394.9,Bank Transfer,2023-08-07 21:11:00,69541.03,Laptop,Mumbai,Electronics,0,0,4,52.66,2,Visa,41,3299.03,OTP,0.6498,0,0
TXN_3114,USER_3451,29.01,ATM Withdrawal,2023-08-07 21:20:00,87360.04,Laptop,Mumbai,Groceries,0,0,7,96.98,1,Mastercard,190,1420.88,PIN,0.0411,0,0
TXN_5041,USER_6586,52.63,Bank Transfer,2023-08-07 21:53:00,29549.0,Tablet,London,Restaurants,0,0,8,178.65,1,Amex,132,1361.52,Biometric,0.8641,0,1
TXN_49448,USER_6539,60.87,Online,2023-08-07 22:05:00,43946.25,Tablet,Sydney,Electronics,0,0,5,197.49,0,Visa,195,2795.17,PIN,0.1002,1,0
TXN_44795,USER_3980,234.06,Bank Transfer,2023-08-07 22:39:00,96244.78,Tablet,London,Restaurants,0,0,3,245.64,1,Discover,99,4874.32,OTP,0.539,1,0
TXN_42535,USER_4091,117.33,Bank Transfer,2023-08-07 22:43:00,34525.07,Mobile,London,Restaurants,0,1,7,324.88,1,Amex,146,4553.81,Password,0.4237,0,0
TXN_12273,USER_8618,1.36,Bank Transfer,2023-08-07 22:56:00,20410.94,Mobile,Mumbai,Restaurants,0,0,7,402.28,3,Discover,202,3158.63,OTP,0.1902,1,0
TXN_9442,USER_2502,32.25,Online,2023-08-07 23:06:00,98809.57,Tablet,New York,Groceries,0,0,2,308.2,4,Visa,51,2767.31,PIN,0.1281,0,1
TXN_26970,USER_8644,18.54,ATM Withdrawal,2023-08-07 23:28:00,38671.24,Tablet,Mumbai,Groceries,0,0,5,45.6,1,Mastercard,93,1419.31,PIN,0.1135,0,0
TXN_12036,USER_5076,254.7,Online,2023-08-07 23:30:00,81814.24,Tablet,Sydney,Restaurants,0,0,2,205.84,2,Visa,48,2463.12,Biometric,0.5074,0,0
TXN_105,USER_1502,20.48,ATM Withdrawal,2023-08-07 23:31:00,59624.17,Laptop,Mumbai,Electronics,0,0,14,156.61,3,Visa,108,1275.22,Password,0.2546,0,0
TXN_32852,USER_7679,43.01,ATM Withdrawal,2023-08-07 23:36:00,83130.91,Tablet,Sydney,Electronics,0,0,12,16.71,2,Amex,155,379.96,PIN,0.6557,0,0
TXN_45882,USER_8906,113.58,POS,2023-08-07 23:40:00,65452.42,Mobile,Sydney,Groceries,0,0,5,310.08,3,Amex,176,3638.08,Biometric,0.1519,0,0
TXN_12031,USER_6682,166.47,ATM Withdrawal,2023-08-07 23:45:00,97136.8,Mobile,Tokyo,Electronics,0,0,7,127.41,3,Amex,145,4925.41,OTP,0.5232,0,0
TXN_48118,USER_3071,112.83,ATM Withdrawal,2023-08-07 23:58:00,503.44,Tablet,Sydney,Restaurants,0,1,2,32.51,2,Visa,166,2791.44,Password,0.5075,0,0
TXN_46270,USER_4988,177.19,Online,2023-08-08 00:14:00,56664.87,Laptop,London,Travel,0,0,1,123.84,0,Discover,135,4516.45,OTP,0.4272,1,0
TXN_43483,USER_3596,22.39,POS,2023-08-08 00:16:00,79129.82,Tablet,Mumbai,Travel,0,1,5,397.5,1,Amex,237,3348.58,OTP,0.3864,0,0
TXN_27030,USER_5262,70.01,ATM Withdrawal,2023-08-08 00:30:00,91760.04,Tablet,New York,Electronics,0,0,3,122.78,0,Amex,20,4701.36,OTP,0.7141,0,0
TXN_24047,USER_9133,123.74,Online,2023-08-08 00:53:00,18647.89,Tablet,New York,Restaurants,0,0,13,145.15,4,Mastercard,63,1866.17,PIN,0.2822,0,1
TXN_5236,USER_4605,88.1,ATM Withdrawal,2023-08-08 01:10:00,87712.75,Laptop,London,Clothing,1,0,4,339.08,3,Visa,43,2767.62,PIN,0.4797,0,0
TXN_28800,USER_8676,138.33,Online,2023-08-08 01:25:00,25649.62,Mobile,Mumbai,Electronics,1,0,8,417.07,4,Visa,141,4572.71,OTP,0.0075,0,1
TXN_17212,USER_8256,115.35,ATM Withdrawal,2023-08-08 01:29:00,69819.64,Tablet,Sydney,Travel,1,0,5,298.55,0,Discover,205,4269.25,Biometric,0.8101,1,0
TXN_14347,USER_3787,132.91,ATM Withdrawal,2023-08-08 02:12:00,30767.25,Mobile,Tokyo,Restaurants,0,0,5,340.9,4,Discover,50,2870.04,OTP,0.6834,0,1
TXN_23199,USER_7299,0.76,POS,2023-08-08 02:31:00,33824.86,Laptop,Tokyo,Clothing,0,0,4,112.42,1,Discover,175,933.58,PIN,0.7899,0,0
TXN_4333,USER_2881,60.55,POS,2023-08-08 02:37:00,68335.32,Mobile,New York,Electronics,0,0,5,221.9,4,Visa,82,666.58,Biometric,0.3384,0,1
TXN_45347,USER_9459,133.06,Online,2023-08-08 02:38:00,69408.78,Tablet,Sydney,Clothing,0,0,3,304.62,1,Discover,63,4523.15,Password,0.9118,0,1
TXN_32520,USER_8945,12.8,Bank Transfer,2023-08-08 02:54:00,19263.35,Laptop,New York,Travel,0,0,4,41.87,2,Mastercard,8,204.4,Biometric,0.1672,1,0
TXN_3948,USER_7263,137.32,Bank Transfer,2023-08-08 03:04:00,70880.6,Tablet,Sydney,Clothing,0,1,9,258.64,3,Amex,60,4909.1,OTP,0.1257,0,0
TXN_27416,USER_9221,402.58,ATM Withdrawal,2023-08-08 03:21:00,97607.6,Mobile,Sydney,Groceries,0,0,4,166.61,0,Amex,141,4478.42,Password,0.8278,0,0
TXN_33541,USER_2120,4.91,ATM Withdrawal,2023-08-08 03:25:00,81938.07,Mobile,Tokyo,Clothing,0,0,8,43.68,3,Amex,40,3667.55,OTP,0.2178,0,0
TXN_38753,USER_7704,5.68,ATM Withdrawal,2023-08-08 03:34:00,2603.32,Mobile,Mumbai,Groceries,0,0,3,98.63,1,Visa,78,423.68,Password,0.2827,0,0
TXN_38007,USER_7202,40.67,Bank Transfer,2023-08-08 03:49:00,82545.01,Laptop,Mumbai,Restaurants,0,0,4,181.21,2,Discover,46,2840.09,Biometric,0.8817,0,1
TXN_38169,USER_8598,19.81,POS,2023-08-08 04:01:00,75841.75,Laptop,Mumbai,Groceries,0,0,2,410.76,1,Visa,71,1757.99,Password,0.8424,0,0
TXN_47351,USER_3873,31.32,ATM Withdrawal,2023-08-08 04:02:00,5044.13,Mobile,Tokyo,Clothing,0,0,14,407.81,4,Mastercard,194,3346.98,Password,0.0937,0,1
TXN_19999,USER_2845,362.16,Bank Transfer,2023-08-08 04:04:00,15805.22,Tablet,Sydney,Groceries,0,0,12,209.45,4,Amex,99,2705.38,Password,0.7372,0,1
TXN_21411,USER_2375,44.65,Bank Transfer,2023-08-08 04:37:00,12976.81,Tablet,Sydney,Clothing,0,1,14,491.04,4,Discover,216,3351.4,Password,0.4692,0,1
TXN_44540,USER_9005,110.72,Online,2023-08-08 04:38:00,87773.57,Mobile,London,Travel,0,0,14,41.22,4,Visa,210,796.65,Biometric,0.8908,0,1
TXN_16504,USER_6101,63.08,ATM Withdrawal,2023-08-08 04:50:00,92566.1,Mobile,Tokyo,Clothing,0,0,1,44.25,3,Mastercard,151,3306.12,PIN,0.044,1,0
TXN_21586,USER_9716,33.91,ATM Withdrawal,2023-08-08 04:58:00,31022.74,Mobile,Tokyo,Restaurants,0,0,12,405.91,2,Visa,73,85.96,Password,0.0673,0,0
TXN_41899,USER_8063,6.53,Bank Transfer,2023-08-08 05:11:00,8681.51,Mobile,Tokyo,Electronics,0,0,6,126.42,0,Mastercard,69,4001.02,PIN,0.2448,0,0
TXN_2506,USER_6093,27.03,Online,2023-08-08 05:14:00,14690.2,Laptop,Mumbai,Travel,0,0,8,399.81,2,Amex,30,4451.02,Password,0.1641,1,0
TXN_22853,USER_4723,202.34,ATM Withdrawal,2023-08-08 05:14:00,85342.18,Laptop,London,Travel,0,0,4,63.72,3,Visa,135,1061.11,Password,0.2839,0,0
TXN_13648,USER_6892,190.82,Online,2023-08-08 05:19:00,39923.35,Tablet,New York,Electronics,0,0,5,69.58,4,Mastercard,137,3395.91,Biometric,0.7204,0,1
TXN_13203,USER_4119,59.99,Bank Transfer,2023-08-08 05:37:00,58253.55,Mobile,Mumbai,Electronics,0,0,6,24.48,0,Mastercard,9,3428.0,Password,0.6841,0,0
TXN_14992,USER_2403,2.67,POS,2023-08-08 05:40:00,19640.08,Tablet,New York,Restaurants,0,0,7,126.95,1,Mastercard,102,4059.73,Biometric,0.4956,0,0
TXN_12601,USER_8098,424.96,Bank Transfer,2023-08-08 05:40:00,63455.99,Laptop,New York,Electronics,0,1,8,343.2,0,Discover,176,2763.92,OTP,0.8526,0,1
TXN_24117,USER_1028,142.46,ATM Withdrawal,2023-08-08 06:03:00,1742.02,Mobile,Sydney,Travel,0,0,9,470.15,4,Amex,152,1129.16,Biometric,0.5359,0,1
TXN_35939,USER_7755,33.19,Bank Transfer,2023-08-08 06:07:00,62119.82,Mobile,Mumbai,Electronics,0,0,13,54.06,4,Amex,237,3832.68,Password,0.7613,0,1
TXN_26164,USER_3171,6.93,Online,2023-08-08 06:09:00,9865.14,Mobile,Mumbai,Restaurants,0,1,4,324.88,3,Visa,36,339.05,Biometric,0.9202,0,1
TXN_5402,USER_9055,582.19,ATM Withdrawal,2023-08-08 06:14:00,13064.94,Tablet,New York,Clothing,0,0,3,377.61,4,Discover,30,3775.5,Biometric,0.5302,0,1
TXN_32806,USER_2418,40.84,Online,2023-08-08 06:14:00,70682.59,Laptop,New York,Groceries,0,0,4,300.89,4,Amex,94,968.02,PIN,0.5255,0,1
TXN_40977,USER_2721,91.0,ATM Withdrawal,2023-08-08 06:26:00,2348.63,Mobile,London,Clothing,0,0,6,90.41,1,Discover,122,4574.72,OTP,0.7762,0,0
TXN_19635,USER_2582,122.63,POS,2023-08-08 06:39:00,64142.34,Tablet,London,Travel,0,0,4,406.77,2,Amex,61,4772.02,Password,0.9376,0,1
TXN_15306,USER_5905,251.67,Bank Transfer,2023-08-08 06:57:00,31132.9,Laptop,Sydney,Travel,0,0,4,418.94,0,Visa,173,3308.17,OTP,0.362,0,0
TXN_16858,USER_9365,23.3,Online,2023-08-08 07:03:00,11929.36,Laptop,New York,Electronics,0,0,1,348.63,0,Discover,103,587.88,Password,0.8007,0,0
TXN_16606,USER_7382,130.88,Online,2023-08-08 07:03:00,2390.11,Tablet,London,Restaurants,0,0,1,10.35,4,Discover,120,2449.39,Password,0.8659,0,1
TXN_22327,USER_5352,48.52,ATM Withdrawal,2023-08-08 07:18:00,66034.88,Tablet,Sydney,Groceries,1,0,2,333.62,0,Amex,225,834.96,PIN,0.2587,0,0
TXN_3949,USER_9411,42.37,ATM Withdrawal,2023-08-08 07:24:00,59634.38,Tablet,Tokyo,Electronics,0,0,9,138.88,4,Discover,202,3157.49,PIN,0.6175,0,1
TXN_13764,USER_7724,145.57,Online,2023-08-08 07:54:00,982.98,Tablet,New York,Groceries,0,0,9,435.12,2,Discover,55,1762.0,Password,0.7667,1,0
TXN_30131,USER_3096,252.22,ATM Withdrawal,2023-08-08 07:56:00,20748.66,Tablet,London,Restaurants,0,0,11,269.83,2,Mastercard,60,3556.19,OTP,0.8711,0,1
TXN_40841,USER_4869,266.06,Online,2023-08-08 08:00:00,23245.86,Tablet,Tokyo,Clothing,0,0,4,247.38,1,Amex,129,1441.78,Password,0.5624,1,0
TXN_41931,USER_1132,5.03,ATM Withdrawal,2023-08-08 08:07:00,5224.7,Tablet,London,Travel,0,0,14,276.86,0,Visa,88,3802.98,PIN,0.6183,0,0
TXN_14486,USER_1605,27.25,Bank Transfer,2023-08-08 08:08:00,22548.95,Mobile,Mumbai,Clothing,0,0,2,306.07,2,Amex,225,1152.81,PIN,0.5371,0,0
TXN_13158,USER_4936,226.95,POS,2023-08-08 08:08:00,17792.64,Laptop,Sydney,Restaurants,0,0,2,440.78,4,Amex,87,987.84,Biometric,0.957,0,1
TXN_24701,USER_1345,5.66,POS,2023-08-08 08:21:00,35369.1,Laptop,Tokyo,Travel,0,0,8,433.16,0,Mastercard,122,2460.81,Biometric,0.1238,0,0
TXN_663,USER_5637,185.46,Bank Transfer,2023-08-08 08:34:00,68254.42,Laptop,New York,Electronics,1,0,14,283.21,4,Amex,76,4491.16,PIN,0.1843,0,1
TXN_37091,USER_4230,36.58,Bank Transfer,2023-08-08 08:42:00,18490.77,Tablet,Mumbai,Travel,0,0,13,405.17,1,Discover,207,1647.46,PIN,0.64,0,0
TXN_19500,USER_1473,135.69,Bank Transfer,2023-08-08 08:56:00,80228.89,Laptop,Sydney,Travel,0,0,13,306.52,0,Visa,28,566.52,OTP,0.0323,0,0
TXN_35690,USER_3177,114.35,POS,2023-08-08 08:58:00,11433.68,Mobile,Tokyo,Restaurants,0,0,13,103.87,0,Mastercard,81,3941.01,Password,0.8977,0,1
TXN_36077,USER_5538,8.53,Online,2023-08-08 09:17:00,99498.06,Laptop,New York,Travel,0,0,4,182.42,4,Mastercard,27,1803.47,PIN,0.52,1,1
TXN_28263,USER_9986,36.94,Bank Transfer,2023-08-08 09:22:00,16752.05,Tablet,London,Groceries,1,0,6,262.29,3,Visa,35,1095.0,Password,0.9041,0,1
TXN_6345,USER_4720,31.36,Online,2023-08-08 09:50:00,78982.42,Laptop,Mumbai,Travel,0,0,12,81.92,2,Amex,19,2252.35,PIN,0.2287,0,0
TXN_35473,USER_8207,145.45,ATM Withdrawal,2023-08-08 09:53:00,36784.22,Tablet,Sydney,Restaurants,0,0,13,259.93,3,Visa,71,3207.3,Password,0.4347,1,0
TXN_47354,USER_6632,12.44,Online,2023-08-08 09:54:00,94990.46,Tablet,New York,Electronics,0,0,9,110.85,1,Discover,115,704.13,Biometric,0.1345,0,0
TXN_11033,USER_7157,16.14,POS,2023-08-08 10:17:00,5506.08,Laptop,Sydney,Clothing,0,1,3,68.48,0,Mastercard,32,1531.38,PIN,0.7108,1,0
TXN_16684,USER_8834,5.48,Bank Transfer,2023-08-08 10:25:00,20225.58,Tablet,New York,Travel,0,0,6,229.9,1,Amex,44,1562.78,Biometric,0.9313,0,1
TXN_31429,USER_3669,190.6,POS,2023-08-08 10:26:00,82986.87,Mobile,London,Travel,0,0,10,57.87,2,Visa,92,3949.81,PIN,0.6492,1,0
TXN_3201,USER_3708,6.86,ATM Withdrawal,2023-08-08 11:19:00,54237.16,Mobile,London,Groceries,0,0,1,252.73,4,Mastercard,203,794.03,OTP,0.5755,0,1
TXN_40364,USER_5353,6.88,ATM Withdrawal,2023-08-08 11:37:00,55569.5,Tablet,Tokyo,Restaurants,0,0,6,127.71,2,Mastercard,200,1873.3,OTP,0.8228,1,0
TXN_46732,USER_9877,64.95,Online,2023-08-08 11:42:00,97595.56,Mobile,New York,Groceries,0,0,3,90.11,0,Visa,199,3101.94,OTP,0.9109,0,1
TXN_8159,USER_7129,57.37,ATM Withdrawal,2023-08-08 11:46:00,86685.54,Tablet,London,Electronics,0,0,9,216.59,4,Discover,221,1166.99,PIN,0.4536,1,1
TXN_39608,USER_3030,45.44,ATM Withdrawal,2023-08-08 11:54:00,10150.47,Laptop,Mumbai,Electronics,0,1,9,241.4,4,Amex,24,1948.4,Biometric,0.9624,1,1
TXN_44597,USER_8311,7.19,Bank Transfer,2023-08-08 12:20:00,60756.29,Laptop,Mumbai,Clothing,1,0,12,85.33,2,Visa,19,2600.15,Password,0.5526,1,0
TXN_15903,USER_6295,32.69,Online,2023-08-08 12:24:00,3715.91,Mobile,New York,Groceries,0,1,7,255.72,2,Discover,193,1958.02,Password,0.3366,0,0
TXN_16707,USER_2236,76.61,ATM Withdrawal,2023-08-08 12:40:00,7683.95,Tablet,Sydney,Restaurants,0,0,8,11.33,2,Visa,160,2395.27,Biometric,0.1918,1,0
TXN_29996,USER_9652,130.32,POS,2023-08-08 12:42:00,37174.89,Mobile,Sydney,Electronics,0,0,3,394.53,0,Discover,127,2366.3,Password,0.2899,1,0
TXN_43943,USER_6045,645.83,Online,2023-08-08 12:46:00,25620.04,Tablet,Tokyo,Restaurants,0,0,3,388.22,3,Discover,17,3740.93,PIN,0.6434,0,0
TXN_6464,USER_6984,124.45,ATM Withdrawal,2023-08-08 12:47:00,12565.25,Tablet,Sydney,Groceries,0,0,5,418.87,0,Visa,11,2770.53,Biometric,0.1477,0,0
TXN_14911,USER_8014,113.79,Online,2023-08-08 13:00:00,18551.63,Laptop,Mumbai,Travel,0,0,5,54.86,1,Visa,82,2874.66,OTP,0.383,0,0
TXN_23195,USER_7983,278.08,ATM Withdrawal,2023-08-08 13:00:00,60163.67,Mobile,London,Electronics,0,0,13,411.15,2,Discover,150,1280.79,PIN,0.7302,0,0
TXN_1535,USER_4591,263.14,Online,2023-08-08 13:09:00,31368.26,Tablet,London,Clothing,0,0,8,112.51,3,Discover,120,2018.1,OTP,0.7365,0,0
TXN_38060,USER_6441,28.37,Bank Transfer,2023-08-08 13:47:00,28406.64,Mobile,Sydney,Clothing,0,0,6,179.96,4,Visa,25,2353.82,OTP,0.3007,0,1
TXN_46706,USER_9338,44.32,POS,2023-08-08 13:52:00,15146.85,Laptop,London,Clothing,0,0,1,381.13,3,Mastercard,129,3906.96,PIN,0.5607,0,0
TXN_25556,USER_6641,0.51,Bank Transfer,2023-08-08 14:00:00,50118.52,Mobile,New York,Clothing,0,0,14,323.77,4,Amex,198,3718.62,OTP,0.6149,0,1
TXN_32388,USER_8470,60.65,Online,2023-08-08 14:03:00,48055.47,Mobile,London,Electronics,0,0,2,434.03,3,Amex,25,2504.2,Biometric,0.3095,0,0
TXN_33207,USER_5909,178.5,POS,2023-08-08 14:26:00,71855.58,Tablet,London,Travel,0,0,13,414.71,4,Visa,127,2191.72,PIN,0.1278,0,1
TXN_28577,USER_5935,118.98,Online,2023-08-08 14:36:00,92992.29,Laptop,New York,Restaurants,0,0,10,12.42,3,Discover,237,4673.21,Biometric,0.439,0,0
TXN_7349,USER_5811,56.22,Online,2023-08-08 14:40:00,12941.8,Mobile,New York,Travel,0,0,6,213.96,4,Visa,59,1162.99,Password,0.1688,1,1
TXN_49623,USER_3432,69.4,Bank Transfer,2023-08-08 14:50:00,7407.7,Tablet,Mumbai,Travel,0,0,4,148.47,4,Visa,55,2291.1,Password,0.3091,0,1
TXN_17192,USER_9963,111.89,Bank Transfer,2023-08-08 15:00:00,65591.76,Mobile,London,Restaurants,0,0,12,56.75,2,Mastercard,192,248.97,PIN,0.6187,1,0
TXN_2025,USER_1780,19.2,POS,2023-08-08 15:09:00,29303.78,Tablet,New York,Travel,0,0,12,242.59,3,Mastercard,99,2335.81,Biometric,0.2063,0,0
TXN_6261,USER_2603,242.19,Online,2023-08-08 15:17:00,55264.47,Tablet,Mumbai,Restaurants,0,0,12,141.99,4,Discover,7,3044.6,Biometric,0.9721,0,1
TXN_7306,USER_7214,26.96,Bank Transfer,2023-08-08 15:40:00,40019.04,Tablet,New York,Travel,0,0,7,232.14,3,Amex,45,258.65,PIN,0.1506,0,0
TXN_38380,USER_4862,46.5,Online,2023-08-08 15:41:00,68426.65,Mobile,Tokyo,Electronics,0,0,12,467.46,3,Discover,221,3278.92,Password,0.439,0,0
TXN_40753,USER_1397,107.85,POS,2023-08-08 15:44:00,82375.03,Tablet,Sydney,Clothing,0,0,4,461.86,1,Mastercard,67,3282.26,Password,0.3702,0,0
TXN_48946,USER_3135,91.0,Online,2023-08-08 15:45:00,76041.9,Laptop,New York,Restaurants,0,0,7,148.59,0,Mastercard,3,4812.53,Biometric,0.6236,0,0
TXN_44558,USER_2915,45.14,POS,2023-08-08 16:01:00,67145.75,Laptop,London,Clothing,0,0,12,339.22,2,Amex,48,2310.76,Password,0.2149,0,0
TXN_768,USER_3739,73.6,Bank Transfer,2023-08-08 16:14:00,73641.73,Tablet,Mumbai,Restaurants,0,0,13,426.19,1,Visa,77,1112.88,OTP,0.8042,0,0
TXN_8046,USER_8939,75.62,Online,2023-08-08 16:16:00,43069.51,Laptop,Mumbai,Restaurants,0,1,7,172.87,2,Discover,8,2918.58,OTP,0.4687,1,0
TXN_16536,USER_2403,344.05,POS,2023-08-08 16:25:00,54322.12,Mobile,London,Groceries,0,0,1,450.79,2,Amex,63,1455.13,Biometric,0.8935,0,1
TXN_9062,USER_3303,332.79,Bank Transfer,2023-08-08 16:39:00,31117.52,Tablet,Sydney,Travel,0,0,7,291.85,2,Discover,144,244.51,PIN,0.9759,0,1
TXN_37933,USER_4509,38.49,POS,2023-08-08 16:41:00,20354.66,Laptop,New York,Restaurants,0,1,2,233.72,4,Mastercard,74,929.17,OTP,0.129,0,1
TXN_45331,USER_8054,150.85,Online,2023-08-08 16:49:00,99058.73,Tablet,Sydney,Travel,0,1,7,389.71,4,Amex,1,3188.62,PIN,0.4184,0,1
TXN_45725,USER_8020,68.32,Bank Transfer,2023-08-08 17:16:00,20745.9,Laptop,London,Clothing,0,0,10,265.46,3,Amex,228,4324.37,Biometric,0.3293,1,0
TXN_49192,USER_6308,22.88,ATM Withdrawal,2023-08-08 17:25:00,25857.01,Tablet,Mumbai,Groceries,0,0,3,69.97,3,Amex,145,3319.39,Password,0.6456,1,0
TXN_10411,USER_2558,369.37,Bank Transfer,2023-08-08 17:28:00,56371.34,Mobile,London,Restaurants,0,0,12,407.4,4,Discover,224,4484.36,OTP,0.8962,0,1
TXN_46453,USER_8095,377.37,Bank Transfer,2023-08-08 17:29:00,19399.16,Mobile,Mumbai,Electronics,0,0,6,37.67,1,Mastercard,84,3635.0,Password,0.9923,0,1
TXN_43409,USER_7386,29.23,Online,2023-08-08 17:41:00,45612.29,Mobile,Mumbai,Travel,0,0,9,315.19,0,Amex,63,3151.44,Biometric,0.3831,1,0
TXN_25542,USER_3153,265.83,Online,2023-08-08 18:55:00,70962.52,Tablet,Sydney,Restaurants,0,0,9,95.16,4,Amex,92,1757.32,Password,0.684,0,1
TXN_38246,USER_8655,125.51,Online,2023-08-08 19:08:00,6046.97,Mobile,London,Groceries,0,1,8,118.75,2,Amex,77,4281.87,Biometric,0.7876,1,0
TXN_31795,USER_8108,2.65,POS,2023-08-08 19:29:00,64052.22,Mobile,New York,Clothing,0,0,5,376.36,3,Mastercard,139,1504.4,PIN,0.7881,1,0
TXN_48074,USER_1108,29.94,ATM Withdrawal,2023-08-08 19:54:00,77981.14,Tablet,New York,Groceries,0,0,12,79.31,0,Visa,177,1767.96,PIN,0.9115,1,1
TXN_4518,USER_5218,73.61,ATM Withdrawal,2023-08-08 20:10:00,34372.96,Tablet,New York,Clothing,0,1,11,475.92,4,Mastercard,151,2609.74,PIN,0.7105,0,1
TXN_29126,USER_4116,58.38,POS,2023-08-08 20:29:00,7753.71,Mobile,Tokyo,Groceries,0,0,5,53.05,4,Visa,25,1891.98,Password,0.0738,0,1
TXN_19354,USER_7356,58.94,Bank Transfer,2023-08-08 20:38:00,33518.64,Tablet,Sydney,Travel,0,1,4,439.43,4,Amex,123,607.85,Password,0.8421,0,1
TXN_2176,USER_9738,132.28,POS,2023-08-08 20:54:00,94137.74,Laptop,Tokyo,Clothing,0,0,11,125.22,4,Mastercard,82,2863.0,Biometric,0.6167,0,1
TXN_44085,USER_4985,66.95,Online,2023-08-08 20:55:00,5305.13,Laptop,New York,Restaurants,0,0,1,208.98,2,Mastercard,152,2991.82,Password,0.2165,1,0
TXN_9305,USER_4680,101.34,Bank Transfer,2023-08-08 20:58:00,9994.49,Laptop,London,Clothing,0,0,10,305.84,3,Amex,81,3187.81,OTP,0.0245,1,0
TXN_18165,USER_4140,37.81,ATM Withdrawal,2023-08-08 21:05:00,63575.1,Laptop,Mumbai,Electronics,0,0,6,124.12,3,Visa,89,4862.88,Biometric,0.8576,0,1
TXN_8855,USER_6154,35.73,Bank Transfer,2023-08-08 21:13:00,81657.01,Laptop,New York,Clothing,0,1,2,184.03,2,Mastercard,89,4353.57,Password,0.7269,0,0
