Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_36508,USER_9026,34.88,POS,2023-10-19 22:44:00,37042.04,Laptop,New York,Travel,0,0,2,284.25,1,Visa,71,83.49,Biometric,0.6523,0,0
TXN_30973,USER_3617,18.59,Bank Transfer,2023-10-19 22:46:00,20626.67,Tablet,Mumbai,Electronics,0,0,13,258.72,1,Amex,186,4055.03,PIN,0.9399,0,1
TXN_45466,USER_8433,0.24,POS,2023-10-19 22:47:00,66533.0,Laptop,Sydney,Groceries,0,0,10,253.35,0,Amex,87,4942.13,OTP,0.7338,0,0
TXN_16903,USER_3733,383.1,Online,2023-10-19 22:57:00,12369.31,Laptop,New York,Clothing,0,0,12,63.31,3,Amex,27,89.95,Password,0.0868,0,0
TXN_26538,USER_7594,219.47,POS,2023-10-19 23:08:00,13278.52,Laptop,Sydney,Groceries,0,0,12,174.95,4,Amex,58,6.38,Password,0.1511,1,1
TXN_40871,USER_9924,100.03,Online,2023-10-19 23:13:00,81870.48,Laptop,Mumbai,Restaurants,0,0,12,87.82,1,Visa,170,2973.28,Biometric,0.4967,1,0
TXN_14181,USER_9167,70.8,POS,2023-10-19 23:21:00,41782.97,Tablet,London,Groceries,1,0,14,430.26,3,Discover,214,2504.35,PIN,0.9016,0,1
TXN_13195,USER_4036,136.71,Online,2023-10-19 23:33:00,24904.41,Tablet,Sydney,Travel,0,0,11,56.56,3,Visa,36,2344.86,OTP,0.2599,0,0
TXN_38089,USER_2609,26.02,POS,2023-10-20 00:05:00,25609.48,Mobile,New York,Restaurants,0,0,14,440.67,4,Mastercard,31,2792.55,PIN,0.3624,0,1
TXN_31130,USER_4794,6.08,Bank Transfer,2023-10-20 00:18:00,66622.81,Laptop,New York,Restaurants,0,0,1,227.54,1,Amex,50,4001.03,Password,0.0253,0,0
TXN_44907,USER_1177,27.07,ATM Withdrawal,2023-10-20 00:37:00,82850.29,Tablet,Sydney,Groceries,0,0,11,466.91,3,Amex,21,138.81,Biometric,0.2704,1,0
TXN_36304,USER_9678,330.22,Online,2023-10-20 00:52:00,23545.28,Laptop,Tokyo,Clothing,0,0,11,473.11,3,Visa,228,4696.35,OTP,0.2154,0,0
TXN_26933,USER_4158,141.14,ATM Withdrawal,2023-10-20 00:52:00,11136.37,Laptop,New York,Clothing,0,0,1,13.47,3,Visa,203,16.69,OTP,0.548,0,0
TXN_19596,USER_9081,66.55,POS,2023-10-20 00:54:00,72265.93,Laptop,Mumbai,Travel,0,0,12,286.31,0,Visa,114,1010.61,Password,0.6985,0,0
TXN_16723,USER_8750,215.48,POS,2023-10-20 00:59:00,90059.95,Laptop,Mumbai,Clothing,1,0,5,199.56,4,Discover,84,4923.99,Password,0.6078,0,1
TXN_29772,USER_9680,172.37,Bank Transfer,2023-10-20 01:25:00,97126.44,Mobile,Sydney,Electronics,0,1,8,165.14,1,Mastercard,102,1236.57,OTP,0.4403,0,0
TXN_7309,USER_9791,49.94,POS,2023-10-20 01:45:00,37488.66,Laptop,New York,Travel,0,0,10,342.05,0,Visa,60,987.27,Biometric,0.8668,1,1
TXN_39433,USER_5048,129.62,Bank Transfer,2023-10-20 01:58:00,10881.76,Tablet,Mumbai,Groceries,0,0,11,340.1,2,Mastercard,203,1288.07,OTP,0.3158,1,0
TXN_40136,USER_8212,124.07,ATM Withdrawal,2023-10-20 02:01:00,46443.17,Laptop,London,Groceries,0,0,11,201.89,0,Mastercard,99,4320.91,PIN,0.5592,0,0
TXN_31160,USER_2813,149.09,Online,2023-10-20 02:17:00,57663.48,Laptop,New York,Groceries,0,0,11,140.21,3,Discover,145,2072.39,Password,0.3562,0,0
TXN_40736,USER_7862,207.86,ATM Withdrawal,2023-10-20 02:18:00,11431.54,Laptop,Mumbai,Groceries,0,0,4,443.16,0,Visa,136,734.29,PIN,0.8271,0,0
TXN_39962,USER_3473,39.87,Online,2023-10-20 02:25:00,49847.56,Mobile,London,Groceries,0,0,14,494.66,2,Visa,35,743.12,OTP,0.4278,0,0
TXN_8779,USER_2461,108.74,Bank Transfer,2023-10-20 02:26:00,70793.77,Laptop,New York,Electronics,0,0,10,466.28,1,Discover,12,4807.95,OTP,0.6985,1,0
TXN_24043,USER_7411,71.07,POS,2023-10-20 02:38:00,53339.4,Tablet,Tokyo,Electronics,0,0,1,375.58,1,Amex,95,4273.98,Password,0.599,0,0
TXN_33272,USER_1638,16.28,ATM Withdrawal,2023-10-20 02:45:00,16049.61,Mobile,New York,Travel,0,0,6,69.1,1,Visa,25,2085.85,Biometric,0.4191,0,0
TXN_17264,USER_2381,162.92,POS,2023-10-20 03:16:00,88922.99,Laptop,Tokyo,Clothing,0,0,5,451.41,4,Discover,223,3205.58,OTP,0.0074,0,1
TXN_32579,USER_3294,56.19,ATM Withdrawal,2023-10-20 03:22:00,37639.36,Tablet,London,Clothing,0,0,13,450.71,1,Amex,172,1777.15,PIN,0.3524,0,0
TXN_34856,USER_3884,10.62,ATM Withdrawal,2023-10-20 03:22:00,78847.89,Mobile,New York,Electronics,1,0,7,84.78,1,Amex,67,1264.9,Biometric,0.8882,0,1
TXN_28911,USER_4735,35.29,ATM Withdrawal,2023-10-20 03:34:00,84868.75,Laptop,London,Travel,0,0,1,461.25,2,Visa,214,140.54,Biometric,0.7086,0,0
TXN_21138,USER_7003,145.17,Online,2023-10-20 03:45:00,27506.68,Tablet,London,Clothing,0,0,12,337.47,2,Amex,73,3678.49,PIN,0.8091,0,0
TXN_22008,USER_5957,49.2,POS,2023-10-20 03:54:00,84184.6,Mobile,Mumbai,Electronics,0,1,14,25.14,0,Visa,85,1128.73,OTP,0.1997,0,0
TXN_49414,USER_9151,80.81,ATM Withdrawal,2023-10-20 03:58:00,71008.43,Tablet,Tokyo,Groceries,1,0,3,197.08,3,Discover,139,3609.34,Password,0.2032,1,0
TXN_15741,USER_9955,57.57,ATM Withdrawal,2023-10-20 04:04:00,15619.2,Mobile,Tokyo,Electronics,0,0,2,488.11,1,Amex,89,28.46,Biometric,0.7446,0,0
TXN_7869,USER_1603,135.92,POS,2023-10-20 04:14:00,73386.24,Laptop,London,Restaurants,0,0,6,48.5,0,Discover,21,3930.71,OTP,0.182,0,0
TXN_37097,USER_9968,259.92,Bank Transfer,2023-10-20 04:21:00,32322.47,Mobile,Sydney,Restaurants,0,0,7,108.11,2,Amex,198,741.73,Biometric,0.398,0,0
TXN_87,USER_1391,6.42,Bank Transfer,2023-10-20 04:28:00,40884.96,Laptop,Mumbai,Restaurants,0,0,5,201.07,3,Mastercard,214,1985.68,OTP,0.2366,0,0
TXN_28093,USER_4481,225.15,POS,2023-10-20 04:39:00,34040.29,Laptop,Mumbai,Clothing,0,0,14,462.59,4,Amex,220,2132.01,OTP,0.8833,0,1
TXN_30442,USER_4725,30.83,Online,2023-10-20 04:55:00,95849.06,Tablet,New York,Groceries,0,0,11,448.88,4,Mastercard,62,1602.91,Password,0.3034,1,1
TXN_16776,USER_2768,197.08,ATM Withdrawal,2023-10-20 05:07:00,17599.63,Mobile,Mumbai,Electronics,0,0,14,280.24,1,Visa,196,1862.86,Biometric,0.6913,0,0
TXN_20145,USER_9947,306.45,Bank Transfer,2023-10-20 05:26:00,36430.7,Laptop,Mumbai,Travel,0,0,8,487.24,4,Mastercard,95,4604.37,Biometric,0.1352,0,1
TXN_18987,USER_2074,77.93,ATM Withdrawal,2023-10-20 05:26:00,28738.92,Mobile,Mumbai,Clothing,0,0,1,324.19,2,Mastercard,149,3895.97,Biometric,0.1841,1,0
TXN_4080,USER_7615,34.49,Bank Transfer,2023-10-20 05:30:00,32984.18,Mobile,Sydney,Travel,0,1,6,180.86,3,Mastercard,218,1439.92,Biometric,0.9807,0,1
TXN_36254,USER_7812,67.25,ATM Withdrawal,2023-10-20 06:04:00,38305.62,Tablet,New York,Restaurants,0,0,13,57.67,4,Discover,221,2427.3,OTP,0.1169,0,1
TXN_17024,USER_9334,182.11,ATM Withdrawal,2023-10-20 06:07:00,88200.25,Tablet,New York,Electronics,0,0,2,279.2,0,Amex,41,3721.56,PIN,0.4313,0,0
TXN_4571,USER_4966,117.48,POS,2023-10-20 06:15:00,45542.36,Laptop,Sydney,Electronics,0,0,4,388.25,4,Mastercard,77,3203.66,OTP,0.4494,0,1
TXN_16828,USER_9482,35.36,ATM Withdrawal,2023-10-20 06:27:00,29980.14,Mobile,New York,Clothing,0,0,6,449.3,4,Visa,178,2769.96,PIN,0.2978,1,1
TXN_7034,USER_9445,86.54,Online,2023-10-20 06:51:00,39612.69,Tablet,Tokyo,Clothing,0,0,6,341.16,4,Amex,134,2533.76,Password,0.6788,1,1
TXN_10179,USER_4283,66.59,Online,2023-10-20 06:58:00,46479.47,Mobile,Mumbai,Travel,0,0,2,255.71,1,Amex,45,1710.02,Password,0.3594,0,0
TXN_20241,USER_5194,89.24,ATM Withdrawal,2023-10-20 06:58:00,70520.32,Tablet,London,Electronics,0,0,13,12.97,3,Visa,238,3603.7,PIN,0.8415,0,0
TXN_45478,USER_5425,187.14,POS,2023-10-20 06:58:00,84434.4,Laptop,London,Restaurants,0,0,10,40.8,0,Discover,174,2779.32,PIN,0.4942,0,0
TXN_6235,USER_1804,26.95,Online,2023-10-20 07:01:00,20331.96,Mobile,London,Electronics,0,0,14,433.75,3,Visa,202,3927.6,Password,0.917,0,1
TXN_46828,USER_4695,130.12,ATM Withdrawal,2023-10-20 07:03:00,24317.19,Mobile,Tokyo,Electronics,0,0,4,461.47,2,Amex,114,2903.85,Biometric,0.5134,1,0
TXN_19343,USER_9323,13.55,POS,2023-10-20 07:06:00,45445.41,Mobile,Sydney,Electronics,0,0,13,153.63,2,Discover,112,1521.37,Password,0.1566,0,0
TXN_23770,USER_8850,56.68,ATM Withdrawal,2023-10-20 07:07:00,16527.05,Mobile,London,Electronics,0,0,8,32.11,1,Discover,57,208.5,OTP,0.1153,0,0
TXN_1705,USER_3137,143.44,ATM Withdrawal,2023-10-20 07:10:00,35112.5,Laptop,New York,Groceries,0,0,9,482.82,3,Discover,3,2568.02,PIN,0.8312,0,0
TXN_4862,USER_2312,19.42,POS,2023-10-20 07:17:00,68104.08,Laptop,London,Electronics,1,0,3,238.28,4,Amex,148,1311.81,Biometric,0.5605,0,1
TXN_4982,USER_4332,2.2,ATM Withdrawal,2023-10-20 07:36:00,22684.69,Laptop,London,Groceries,0,0,4,354.2,0,Visa,57,4655.85,OTP,0.2533,0,0
TXN_22733,USER_7595,113.46,Online,2023-10-20 07:49:00,45635.21,Laptop,Tokyo,Groceries,0,1,12,12.1,3,Visa,16,3004.83,Biometric,0.0831,1,0
TXN_41922,USER_8643,6.56,Online,2023-10-20 08:02:00,4930.97,Mobile,New York,Clothing,0,0,13,358.46,1,Mastercard,124,3012.13,Password,0.0586,0,0
TXN_23247,USER_3983,22.47,POS,2023-10-20 08:12:00,11540.86,Laptop,Mumbai,Restaurants,0,0,11,166.83,1,Discover,212,4245.0,Biometric,0.5013,0,0
TXN_11458,USER_6641,20.66,ATM Withdrawal,2023-10-20 08:16:00,27365.17,Mobile,New York,Electronics,0,0,13,185.32,0,Mastercard,209,2198.65,Password,0.9801,0,1
TXN_21531,USER_8661,298.59,ATM Withdrawal,2023-10-20 08:46:00,66523.7,Tablet,Sydney,Groceries,0,0,6,16.25,1,Mastercard,1,2855.51,Biometric,0.4756,0,0
TXN_41196,USER_4627,9.16,POS,2023-10-20 08:53:00,3962.97,Laptop,Mumbai,Restaurants,0,0,3,192.31,1,Amex,180,3043.15,Password,0.2617,1,0
TXN_2994,USER_9386,18.8,Online,2023-10-20 09:16:00,42262.52,Laptop,New York,Clothing,0,0,8,310.26,4,Amex,239,3029.28,Biometric,0.5091,0,1
TXN_4872,USER_3639,16.26,Bank Transfer,2023-10-20 09:18:00,85583.96,Laptop,Sydney,Groceries,0,1,11,77.95,2,Amex,87,4496.57,PIN,0.8992,0,1
TXN_24955,USER_7869,161.2,ATM Withdrawal,2023-10-20 09:27:00,48384.23,Laptop,New York,Electronics,0,0,11,77.28,3,Visa,134,3440.94,Biometric,0.0274,0,0
TXN_4658,USER_4618,107.48,Online,2023-10-20 09:29:00,53524.6,Laptop,Sydney,Travel,0,0,5,105.07,1,Visa,114,2516.4,OTP,0.6964,1,0
TXN_10403,USER_6056,118.75,ATM Withdrawal,2023-10-20 10:06:00,60510.75,Tablet,London,Electronics,0,0,2,394.26,4,Mastercard,34,4708.11,PIN,0.4026,0,1
TXN_35601,USER_2107,164.44,ATM Withdrawal,2023-10-20 10:48:00,14345.4,Tablet,Tokyo,Restaurants,0,0,2,154.63,0,Visa,119,2774.63,Biometric,0.7311,1,0
TXN_46381,USER_9358,102.42,Bank Transfer,2023-10-20 11:24:00,96218.32,Mobile,Tokyo,Groceries,0,0,14,140.49,0,Amex,187,376.39,PIN,0.6039,0,0
TXN_30662,USER_4754,119.39,POS,2023-10-20 11:28:00,45334.61,Mobile,New York,Clothing,0,0,10,12.01,4,Discover,97,4471.83,PIN,0.6433,1,1
TXN_1711,USER_8102,74.83,Online,2023-10-20 11:31:00,18809.5,Mobile,New York,Clothing,0,0,12,291.14,0,Discover,139,4142.03,PIN,0.407,0,0
TXN_18171,USER_4613,3.68,Bank Transfer,2023-10-20 11:35:00,61729.48,Tablet,New York,Clothing,0,0,6,370.74,1,Mastercard,55,4482.19,PIN,0.8857,1,1
TXN_9262,USER_3649,110.87,Bank Transfer,2023-10-20 11:43:00,88720.76,Laptop,Mumbai,Groceries,0,1,8,375.97,1,Amex,224,825.97,Biometric,0.7011,0,0
TXN_16466,USER_2055,166.91,POS,2023-10-20 11:48:00,46654.77,Laptop,London,Electronics,1,0,8,285.91,1,Discover,73,824.0,Password,0.0522,0,0
TXN_12560,USER_1527,37.32,POS,2023-10-20 11:54:00,19221.45,Tablet,New York,Restaurants,0,0,4,472.04,2,Visa,52,1281.59,Password,0.9324,0,1
TXN_42645,USER_1589,38.18,POS,2023-10-20 11:58:00,62563.68,Mobile,Mumbai,Electronics,0,0,6,400.95,0,Mastercard,64,808.01,OTP,0.7091,0,0
TXN_6084,USER_4861,35.25,Bank Transfer,2023-10-20 12:02:00,91033.68,Laptop,Tokyo,Groceries,0,0,9,257.14,3,Amex,147,1729.16,PIN,0.665,1,0
TXN_36475,USER_3704,72.09,POS,2023-10-20 12:09:00,96839.25,Tablet,Mumbai,Travel,0,0,2,300.6,2,Visa,75,2121.39,Biometric,0.0135,0,0
TXN_44103,USER_1642,46.6,ATM Withdrawal,2023-10-20 12:25:00,19940.86,Laptop,Tokyo,Electronics,0,0,14,199.13,3,Mastercard,130,4417.33,OTP,0.6346,0,0
TXN_42685,USER_7735,97.84,Bank Transfer,2023-10-20 12:26:00,83586.49,Laptop,Sydney,Travel,1,1,11,212.37,4,Discover,154,2585.07,OTP,0.9744,1,1
TXN_6129,USER_7207,88.87,Online,2023-10-20 12:27:00,75299.97,Mobile,Tokyo,Restaurants,0,1,14,185.63,0,Amex,116,3712.58,PIN,0.195,1,0
TXN_13418,USER_4545,3.11,POS,2023-10-20 12:34:00,6265.24,Laptop,Tokyo,Groceries,0,0,2,427.99,0,Discover,60,2717.1,OTP,0.9466,0,1
TXN_49652,USER_5165,129.03,POS,2023-10-20 12:46:00,71375.87,Laptop,Sydney,Groceries,0,1,7,88.79,3,Discover,224,1069.73,OTP,0.1644,0,0
TXN_37767,USER_2553,144.31,POS,2023-10-20 12:46:00,41800.93,Tablet,Tokyo,Groceries,0,0,13,407.42,4,Discover,162,3066.37,Password,0.8295,0,1
TXN_48228,USER_4355,157.54,Bank Transfer,2023-10-20 13:06:00,59133.78,Tablet,London,Restaurants,0,1,6,390.25,3,Mastercard,53,4413.32,Biometric,0.4068,0,0
TXN_37790,USER_4911,175.46,Online,2023-10-20 13:18:00,75427.81,Laptop,Sydney,Groceries,0,0,3,274.34,2,Visa,131,1503.28,OTP,0.0398,1,0
TXN_2830,USER_2588,339.67,Bank Transfer,2023-10-20 13:23:00,8125.76,Laptop,London,Restaurants,0,0,11,191.17,2,Discover,150,4256.76,Password,0.2418,0,0
TXN_1089,USER_7136,8.84,Online,2023-10-20 13:34:00,43989.07,Mobile,Tokyo,Groceries,0,0,3,397.88,0,Visa,110,674.06,Password,0.8459,0,0
TXN_3119,USER_4929,116.73,POS,2023-10-20 13:35:00,25555.51,Tablet,Sydney,Groceries,0,0,7,44.2,3,Mastercard,43,2598.18,PIN,0.8746,1,1
TXN_31599,USER_1899,23.17,Online,2023-10-20 13:42:00,79403.39,Mobile,Sydney,Travel,0,1,4,267.82,4,Amex,86,4506.21,Password,0.6003,0,1
TXN_44696,USER_5398,78.19,POS,2023-10-20 13:52:00,32061.7,Mobile,Tokyo,Travel,0,0,7,324.57,2,Mastercard,160,4219.92,Biometric,0.3412,0,0
TXN_30952,USER_3393,1.87,ATM Withdrawal,2023-10-20 13:53:00,12651.14,Tablet,Mumbai,Travel,0,0,14,215.3,0,Amex,100,2141.36,OTP,0.1748,1,0
TXN_13352,USER_4970,189.44,Bank Transfer,2023-10-20 14:11:00,95680.35,Laptop,London,Electronics,0,0,3,233.62,3,Visa,75,4199.33,PIN,0.842,0,0
TXN_36002,USER_2389,19.62,POS,2023-10-20 14:20:00,67255.91,Mobile,New York,Electronics,0,0,2,120.83,0,Discover,147,2253.79,Biometric,0.3972,1,0
TXN_42313,USER_8036,243.19,POS,2023-10-20 14:31:00,39491.28,Mobile,Mumbai,Travel,0,0,2,373.11,3,Mastercard,13,1352.97,Biometric,0.3048,0,0
TXN_6574,USER_9802,270.14,Online,2023-10-20 14:43:00,84103.13,Tablet,Sydney,Electronics,0,0,9,30.86,1,Visa,194,4103.09,OTP,0.7649,0,0
TXN_34988,USER_6699,83.07,POS,2023-10-20 14:48:00,35177.4,Tablet,Sydney,Electronics,0,0,14,85.33,0,Amex,84,3647.86,OTP,0.0458,0,0
TXN_8843,USER_8042,56.9,Bank Transfer,2023-10-20 15:27:00,55327.78,Laptop,Tokyo,Clothing,0,0,1,89.57,0,Mastercard,217,1678.74,Biometric,0.3043,0,0
TXN_9352,USER_1756,15.8,ATM Withdrawal,2023-10-20 15:40:00,92074.37,Laptop,Sydney,Electronics,0,0,3,24.12,0,Visa,188,1952.3,Password,0.0945,1,0
TXN_21689,USER_1667,37.17,Bank Transfer,2023-10-20 16:23:00,43520.73,Laptop,Tokyo,Clothing,0,0,4,80.11,1,Visa,17,3282.24,Biometric,0.1363,1,0
TXN_8375,USER_3273,167.81,Online,2023-10-20 16:26:00,58074.04,Mobile,Mumbai,Travel,0,0,4,174.07,1,Amex,155,4983.29,PIN,0.5847,1,0
TXN_32641,USER_8798,113.43,Bank Transfer,2023-10-20 16:26:00,48280.79,Laptop,Mumbai,Travel,0,0,10,423.69,2,Mastercard,104,4496.62,PIN,0.8681,1,1
TXN_24107,USER_6168,94.78,Online,2023-10-20 16:51:00,71900.21,Mobile,Sydney,Restaurants,0,0,5,438.78,1,Mastercard,164,3607.41,OTP,0.2379,0,0
TXN_4852,USER_7893,39.52,Online,2023-10-20 16:52:00,81081.41,Tablet,London,Clothing,0,0,7,69.24,3,Mastercard,182,4065.18,Biometric,0.0982,0,0
TXN_6048,USER_6666,239.83,ATM Withdrawal,2023-10-20 16:58:00,7050.75,Laptop,Tokyo,Restaurants,0,0,6,21.07,2,Mastercard,201,2550.78,Biometric,0.3386,0,0
TXN_15922,USER_4754,163.08,Bank Transfer,2023-10-20 17:06:00,47423.4,Mobile,Sydney,Restaurants,0,0,2,351.72,4,Discover,71,3793.6,PIN,0.7537,0,1
TXN_42393,USER_9787,41.62,ATM Withdrawal,2023-10-20 17:28:00,57405.02,Tablet,Sydney,Restaurants,0,0,2,68.18,3,Mastercard,157,81.3,OTP,0.6254,0,0
TXN_19592,USER_8120,33.36,POS,2023-10-20 17:28:00,82114.91,Laptop,Tokyo,Restaurants,0,0,13,293.89,1,Amex,93,4013.78,Password,0.9838,1,1
TXN_49592,USER_6966,46.14,Online,2023-10-20 17:39:00,46623.01,Tablet,London,Clothing,0,0,9,274.42,1,Visa,61,4562.96,OTP,0.7779,0,0
TXN_34404,USER_5705,156.57,Online,2023-10-20 17:44:00,40957.88,Mobile,Mumbai,Travel,0,0,12,265.25,0,Amex,100,3984.14,OTP,0.1122,1,0
TXN_13230,USER_9011,27.71,Online,2023-10-20 17:49:00,47109.47,Mobile,Sydney,Clothing,0,0,8,14.87,2,Mastercard,217,500.98,Biometric,0.7396,0,0
TXN_13585,USER_7109,198.78,Online,2023-10-20 17:58:00,42488.02,Mobile,New York,Travel,0,1,4,245.53,2,Discover,129,451.34,PIN,0.2,0,0
TXN_36703,USER_7588,34.74,POS,2023-10-20 18:26:00,76288.49,Laptop,New York,Groceries,0,0,13,412.55,3,Discover,111,4964.45,OTP,0.6759,1,0
TXN_26900,USER_3985,72.5,ATM Withdrawal,2023-10-20 18:52:00,76093.13,Laptop,New York,Electronics,0,0,12,418.05,0,Discover,64,4681.9,PIN,0.2329,0,0
TXN_6374,USER_7792,121.89,Online,2023-10-20 18:53:00,29084.01,Tablet,Mumbai,Restaurants,1,0,13,125.0,3,Amex,220,4527.97,PIN,0.0026,0,0
TXN_25656,USER_2042,99.01,Bank Transfer,2023-10-20 18:54:00,43056.69,Tablet,Mumbai,Electronics,0,1,6,314.65,4,Amex,7,3888.19,OTP,0.8132,0,1
TXN_24918,USER_9045,153.41,Online,2023-10-20 19:34:00,69351.75,Mobile,Sydney,Groceries,0,0,5,250.44,1,Discover,62,942.24,Password,0.7722,0,0
TXN_40486,USER_1257,68.43,Online,2023-10-20 19:53:00,25121.39,Laptop,London,Groceries,0,0,12,160.78,3,Mastercard,115,742.97,OTP,0.4159,1,0
TXN_22399,USER_9447,190.08,Online,2023-10-20 19:57:00,38705.29,Tablet,Sydney,Groceries,0,0,1,423.71,1,Mastercard,113,4197.77,Biometric,0.4105,1,0
TXN_36430,USER_3952,35.07,Bank Transfer,2023-10-20 20:09:00,33121.61,Mobile,Tokyo,Restaurants,0,0,3,419.9,2,Discover,224,3686.63,Biometric,0.9706,0,1
TXN_15133,USER_2430,36.84,Online,2023-10-20 20:25:00,9986.51,Laptop,Mumbai,Electronics,0,0,8,243.46,0,Discover,120,4595.75,Biometric,0.0839,1,0
TXN_16234,USER_8873,5.7,POS,2023-10-20 20:45:00,9126.66,Laptop,Tokyo,Travel,0,0,12,475.3,2,Amex,181,1205.9,OTP,0.7371,1,0
TXN_511,USER_7172,284.68,ATM Withdrawal,2023-10-20 20:49:00,62995.54,Tablet,Mumbai,Groceries,0,0,3,235.68,1,Visa,207,139.81,PIN,0.9291,0,1
TXN_46766,USER_5256,72.42,Bank Transfer,2023-10-20 20:51:00,91036.61,Tablet,Tokyo,Restaurants,0,0,4,392.97,1,Mastercard,8,1548.27,OTP,0.9986,1,1
TXN_3380,USER_7124,25.08,Bank Transfer,2023-10-20 20:58:00,65221.44,Mobile,Tokyo,Clothing,0,0,4,203.66,4,Mastercard,5,4870.49,OTP,0.2441,0,1
TXN_13473,USER_9949,9.99,Bank Transfer,2023-10-20 21:21:00,77913.14,Tablet,Sydney,Restaurants,0,0,4,188.35,0,Mastercard,182,2314.49,Biometric,0.1129,1,0
TXN_10768,USER_1628,146.35,POS,2023-10-20 21:43:00,26021.65,Tablet,London,Travel,1,0,12,467.09,2,Visa,31,1520.35,Biometric,0.6155,1,0
TXN_28896,USER_8993,47.38,ATM Withdrawal,2023-10-20 22:02:00,27813.24,Mobile,Tokyo,Electronics,0,1,10,348.92,4,Amex,235,3435.73,Biometric,0.5121,1,1
TXN_28569,USER_7069,204.11,Bank Transfer,2023-10-20 22:23:00,94209.84,Laptop,Mumbai,Electronics,0,0,4,459.58,3,Visa,20,1083.87,OTP,0.9889,0,1
TXN_5410,USER_3905,6.27,POS,2023-10-20 22:28:00,72366.63,Mobile,Tokyo,Groceries,0,0,5,391.8,2,Mastercard,126,4321.74,Password,0.4017,1,0
TXN_34093,USER_6613,12.86,Online,2023-10-20 22:30:00,32431.92,Tablet,Sydney,Travel,0,0,5,214.37,0,Amex,151,3304.31,Biometric,0.6008,0,0
TXN_30122,USER_4960,130.75,POS,2023-10-20 22:48:00,66424.8,Tablet,London,Groceries,0,0,7,488.07,4,Discover,183,745.89,PIN,0.0634,0,1
